flow_id_col1,flow_id_col2,flow_id_col4,flow_id_col5,per_flow_max
h16,h127,1628,1628,51
h9,h27,2098,2098,51
h15,h121,1370,1370,50
h8,h131,1488,1488,50
h12,h62,527,527,49
h16,h86,2203,2203,49
h22,h70,646,646,49
h27,h109,1463,1463,49
h7,h42,1213,1213,49
h8,h21,257,257,49
h8,h24,765,765,49
h11,h17,968,968,48
h13,h56,1894,1894,48
h16,h18,1919,1919,48
h18,h46,1162,1162,48
h18,h71,775,775,48
h2,h77,2109,2109,48
h21,h38,1767,1767,48
h23,h86,1960,1960,48
h24,h83,632,632,48
h24,h86,1850,1850,48
h28,h113,1777,1777,48
h32,h69,845,845,48
h4,h123,1697,1697,48
h6,h57,507,507,48
h1,h110,1063,1063,47
h14,h138,1830,1830,47
h4,h29,1491,1491,47
h20,h97,2012,2012,46
h29,h57,2039,2039,46
h4,h2,1219,1219,46
h4,h25,173,173,46
h4,h28,1904,1904,46
h5,h20,800,800,46
h6,h54,1367,1367,46
h14,h20,1446,1446,45
h2,h53,2040,2040,45
h2,h95,467,467,45
h27,h40,1081,1081,45
h30,h103,179,179,45
h6,h137,1433,1433,45
h6,h14,1688,1688,45
h8,h56,1913,1913,45
h9,h67,352,352,45
h19,h65,431,431,44
h22,h5,1923,1923,44
h22,h86,1800,1800,44
h24,h108,551,551,44
h3,h115,1565,1565,44
h1,h78,1886,1886,43
h14,h131,2250,2250,43
h14,h97,834,834,43
h24,h105,1499,1499,43
h32,h110,1840,1840,43
h6,h128,1743,1743,43
h7,h121,799,799,43
h7,h122,2115,2115,43
h1,h105,673,673,42
h12,h2,676,676,42
h19,h27,2131,2131,42
h2,h24,1946,1946,42
h20,h52,1383,1383,42
h23,h137,1430,1430,42
h23,h5,2037,2037,42
h30,h22,1435,1435,42
h10,h131,2067,2067,41
h10,h82,355,355,41
h19,h23,1848,1848,41
h2,h94,492,492,41
h21,h128,1018,1018,41
h22,h51,498,498,41
h25,h113,1792,1792,41
h28,h127,433,433,41
h8,h11,399,399,41
h14,h56,497,497,40
h21,h12,1656,1656,40
h21,h70,1425,1425,40
h21,h8,1083,1083,40
h29,h133,1001,1001,40
h31,h118,670,670,40
h31,h96,1769,1769,40
h6,h97,1867,1867,40
h7,h114,2082,2082,40
h7,h70,830,830,40
h11,h20,461,461,39
h11,h95,269,269,39
h12,h56,954,954,39
h13,h76,1670,1670,39
h2,h116,2011,2011,39
h24,h13,1231,1231,39
h4,h141,463,463,39
h4,h69,1403,1403,39
h7,h33,1389,1389,39
h11,h13,649,649,38
h13,h7,1652,1652,38
h14,h24,729,729,38
h17,h121,2240,2240,38
h2,h12,1689,1689,38
h20,h123,678,678,38
h20,h69,860,860,38
h21,h50,1243,1243,38
h29,h23,1174,1174,38
h1,h40,2059,2059,37
h11,h68,633,633,37
h12,h26,1679,1679,37
h17,h89,384,384,37
h28,h88,1169,1169,37
h29,h128,2083,2083,37
h3,h28,674,674,37
h3,h6,1879,1879,37
h30,h121,1354,1354,37
h17,h37,2089,2089,36
h21,h103,804,804,36
h29,h4,972,972,36
h7,h14,1773,1773,36
h7,h17,271,271,36
h14,h99,1594,1594,35
h17,h95,1529,1529,35
h21,h80,836,836,35
h22,h101,1146,1146,35
h25,h99,238,238,35
h28,h89,1230,1230,35
h29,h41,1244,1244,35
h30,h79,1443,1443,35
h9,h17,1546,1546,35
h9,h72,1331,1331,35
h10,h47,1249,1249,34
h12,h138,2195,2195,34
h14,h47,1273,1273,34
h16,h71,1610,1610,34
h17,h113,1236,1236,34
h18,h57,615,615,34
h19,h63,891,891,34
h2,h141,1595,1595,34
h20,h140,106,106,34
h24,h141,744,744,34
h24,h41,1692,1692,34
h24,h86,1673,1673,34
h25,h51,908,908,34
h29,h132,420,420,34
h31,h118,1699,1699,34
h9,h87,2119,2119,34
h1,h50,350,350,33
h15,h17,1842,1842,33
h16,h116,1473,1473,33
h18,h23,1149,1149,33
h20,h95,1099,1099,33
h25,h72,1218,1218,33
h26,h127,1010,1010,33
h30,h121,2146,2146,33
h5,h6,894,894,33
h7,h18,1033,1033,33
h8,h114,988,988,33
h8,h134,2022,2022,33
h1,h125,1705,1705,32
h10,h82,1520,1520,32
h12,h40,470,470,32
h2,h74,1701,1701,32
h23,h4,1372,1372,32
h26,h12,123,123,32
h31,h58,1250,1250,32
h7,h6,1492,1492,32
h8,h95,1173,1173,32
h10,h68,2261,2261,31
h10,h90,426,426,31
h17,h136,955,955,31
h18,h51,1404,1404,31
h19,h132,1831,1831,31
h20,h57,1021,1021,31
h23,h110,1568,1568,31
h23,h81,1527,1527,31
