flow_id_col1,flow_id_col2,flow_id_col4,flow_id_col5,per_flow_max
h4,h55,1059,1059,48
h28,h141,854,854,40
h17,h134,924,924,39
h10,h31,1047,1047,35
h19,h73,944,944,34
h4,h45,820,820,33
h8,h20,728,728,32
h31,h68,1490,1490,31
h4,h78,494,494,31
h10,h40,1496,1496,30
h13,h97,996,996,30
h15,h20,1446,1446,30
h10,h40,1081,1081,29
h20,h58,331,331,29
h21,h33,385,385,29
h11,h115,1011,1011,28
h13,h143,1111,1111,28
h18,h91,529,529,28
h24,h67,1396,1396,28
h8,h77,1211,1211,28
h18,h115,644,644,27
h25,h113,951,951,27
h32,h69,941,941,27
h22,h13,649,649,26
h28,h11,1150,1150,26
h9,h51,607,607,26
h15,h88,855,855,25
h19,h28,462,462,25
h19,h79,1443,1443,25
h5,h25,1278,1278,25
h26,h48,1079,1079,24
h30,h128,922,922,24
h30,h6,894,894,24
h7,h41,779,779,24
h8,h86,880,880,24
h10,h75,641,641,23
h11,h70,1427,1427,23
h16,h51,1334,1334,23
h17,h83,1226,1226,23
h23,h97,1515,1515,23
h32,h121,357,357,23
h4,h22,642,642,23
h12,h56,1408,1408,22
h12,h77,600,600,22
h13,h93,344,344,22
h21,h35,933,933,22
h26,h57,615,615,22
h28,h137,702,702,22
h4,h113,648,648,22
h4,h30,1448,1448,22
h6,h55,414,414,22
h6,h74,699,699,22
h8,h35,1207,1207,22
h13,h85,1308,1308,21
h16,h127,1010,1010,21
h18,h119,787,787,21
h31,h18,888,888,21
h9,h54,1208,1208,21
h11,h65,577,577,20
h11,h72,1086,1086,20
h14,h105,1499,1499,20
h2,h71,884,884,20
h21,h10,606,606,20
h3,h10,993,993,20
h31,h3,1182,1182,20
h8,h61,1385,1385,20
h1,h116,712,712,19
h18,h16,567,567,19
h25,h122,883,883,19
h29,h49,524,524,19
h1,h24,765,765,18
h11,h46,598,598,18
h13,h128,1018,1018,18
h15,h103,39,39,18
h20,h89,459,459,18
h21,h3,919,919,18
h26,h97,608,608,18
h3,h133,1508,1508,18
h30,h103,179,179,18
h30,h23,1174,1174,18
h32,h98,411,411,18
h5,h29,1491,1491,18
h6,h143,557,557,18
h6,h70,1425,1425,18
h12,h126,981,981,17
h18,h55,732,732,17
h25,h32,885,885,17
h25,h9,1270,1270,17
h26,h87,1441,1441,17
h4,h21,964,964,17
h8,h93,1132,1132,17
h9,h48,480,480,17
h10,h57,910,910,16
h13,h49,967,967,16
h14,h107,472,472,16
h14,h47,1273,1273,16
h2,h139,37,37,16
h2,h22,1361,1361,16
h2,h65,1409,1409,16
h22,h142,620,620,16
h25,h39,991,991,16
