flow_id_col1,flow_id_col2,flow_id_col4,flow_id_col5,per_flow_max
h14,h20,1446,1446,43
h14,h111,1964,1964,41
h12,h79,980,980,39
h12,h24,1969,1969,38
h19,h65,431,431,38
h25,h80,716,716,38
h32,h141,854,854,38
h5,h133,2096,2096,38
h9,h129,864,864,37
h7,h126,2182,2182,36
h31,h55,1935,1935,35
h32,h11,1206,1206,35
h7,h129,1256,1256,35
h7,h33,1389,1389,35
h17,h37,1857,1857,34
h26,h127,1010,1010,34
h30,h139,2104,2104,34
h4,h30,1643,1643,34
h5,h56,589,589,34
h11,h121,602,602,33
h26,h44,262,262,33
h17,h54,1208,1208,32
h19,h132,1831,1831,32
h21,h8,1083,1083,32
h28,h45,2190,2190,32
h6,h1,1450,1450,32
h27,h102,1141,1141,31
h7,h58,610,610,31
h1,h25,136,136,30
h10,h104,2217,2217,30
h11,h52,326,326,30
h15,h121,1370,1370,30
h17,h37,2089,2089,30
h11,h107,409,409,29
h11,h24,1748,1748,29
h12,h119,754,754,29
h13,h76,865,865,29
h14,h56,497,497,29
h17,h121,2240,2240,29
h2,h48,480,480,29
h30,h128,2196,2196,29
h11,h20,461,461,28
h12,h10,1644,1644,28
h16,h127,1628,1628,28
h18,h64,1638,1638,28
h23,h115,1838,1838,28
h26,h15,335,335,28
h28,h85,1363,1363,28
h29,h47,1012,1012,28
h5,h68,1939,1939,28
h6,h57,507,507,28
h14,h129,1847,1847,27
h17,h11,837,837,27
h18,h128,1233,1233,27
h20,h141,1855,1855,27
h24,h98,411,411,27
h32,h79,1902,1902,27
h1,h37,2065,2065,26
h15,h88,1119,1119,26
h18,h112,2031,2031,26
h21,h63,432,432,26
h22,h42,1660,1660,26
h23,h86,1960,1960,26
h24,h82,844,844,26
h26,h101,1125,1125,26
h31,h36,2138,2138,26
h32,h110,1840,1840,26
h6,h30,1558,1558,26
h9,h70,2034,2034,26
h15,h131,631,631,25
h15,h62,1280,1280,25
h16,h48,1036,1036,25
h17,h49,1388,1388,25
h23,h100,1469,1469,25
h27,h134,924,924,25
h3,h111,1257,1257,25
h3,h51,1440,1440,25
h31,h4,370,370,25
h6,h137,1433,1433,25
h11,h28,462,462,24
h15,h69,720,720,24
h21,h103,804,804,24
h24,h41,1692,1692,24
h25,h1,366,366,24
h25,h143,1111,1111,24
h26,h122,1133,1133,24
h6,h14,1688,1688,24
h9,h46,1791,1791,24
h9,h49,998,998,24
h13,h62,1322,1322,23
h14,h134,2024,2024,23
h20,h49,772,772,23
h20,h57,185,185,23
h20,h82,391,391,23
h22,h48,1079,1079,23
h22,h51,498,498,23
h23,h35,933,933,23
h24,h135,1971,1971,23
h24,h86,1673,1673,23
h25,h81,1571,1571,23
h3,h135,1657,1657,23
h32,h130,1380,1380,23
h7,h122,2115,2115,23
h8,h114,988,988,23
h10,h131,2067,2067,22
h11,h87,1968,1968,22
h13,h56,1894,1894,22
h15,h29,1781,1781,22
h29,h139,1905,1905,22
h30,h58,429,429,22
